,phrase,sentiment_values
25390,"This more in common with the fireworks display from the movie, which are normally expected to have the characters and storyline.",1
25391,It seems to have been made by people to whom the idea of ​​narrative logic or cohesion is a totally alien concept.,0
25392,Under a heartfelt appeal for the handicapped nice Belgian waffle.,2
25393,"'S not practical to listen to extremists name-calling, regardless of whether you think Kissinger was to count cousin or just a slippery self-DEFENDER.",1
25394,Spent 90 minutes trying to figure out whether or not some cocky pseudo-spin of intentionally left college or have been killed.,1
25395,"The only problem is that, in the end, no one in the audience, or the film, it seems anyway.",0
25396,"No Such Thing is sort of minimalist Beauty and the Beast, but in this case the animal should definitely get top billing.",4
25397,Robert John Burke as monster cones and steal the show.,3
25398,"Due to the heavy, soap opera-ish dialogue, the rest of the cast comes across as a figure of reading lines from a teleprompter.",0
25399,"Although they may not match the sum of its parts, Holofcener's film offers enough insight to prevent the simpleminded and the ensemble cast is engaging enough to keep you from shifting in your chair too often.",3
25400,Three people and their mixed-up relationships Taiwanese excited about soaper.,2
25401,"No one seems to have cared much about any aspect of it, from the raw script to grayish quality of light at the last minute random theatrical distribution.",0
25402,"A thorough terrible movie - dumb, narratively disorganized, sloppy scene ... amalgam fate of a `thing 'and a geriatric` scream. '",0
25403,... Another example of how Sandler is losing its touch.,1
25404,"sticks Nothing, really, except for creepiness persistent feeling of being dragged through a universe sad, sordid weapons, drugs, greed and dreams damaged.",0
25405,What happens in 110 minutes of `` Panic Room '' is a battle between a mother witlessness not-so-bright daughter and a trio even less capable of criminals.,1
25406,The plot's contrivances not at GS.,1
25407,Guilty of the worst sin attributable to a movie like this: it's not scary in the least.,0
25408,"Schnieder bounce around with a limp wrist wear tight tops, stomach and hip, funky, swirling his hair on his finger, and assuming that 's enough to maintain a laugh ...",1
25409,"simplicity of its put a man common point on the fact that this is not a thing of the weight, but also share the opportunities of all of the film rising above the fare seems to.",1
25410,For the final whistle you are convinced that this machine was a bad outing decent TV just do not have big screen magic.,1
25411,"In this boring vehicle is indeed doltish, peacefully, he will be said to be evident in the same way and tell the country of skunk that you have a serious body odor.",0
25412,A film of violence empty fetishistic the crime is casual and fun.,0
25413,"Nearly all away, avoid eye contact and slowly forward Wolfman himself.",1
25414,It was fun but it was a real howler.,3
25415,"Fine acting, but eventually the movie regardless of being.",1
25416,"It is difficult to feel anything while many watching this film, outside calm concern or separated enjoy acting.",1
25417,"waterlogged version of 'Fatal Attraction' for keeping the teeny-bopper ... sad, soggy potboiler that want to interfere his talent attracted the young.",1
25418,He tells his story in a flat manner and leaves you with the impression that you should have gotten more out of it that you did.,2
25419,"Sweet and gentle Jesus, but the screenwriters just made a cut and paste every bad action movie in the history of the line?",1
25420,"It 's the comedy of bad year, but it certainly will not win any honors.",2
25421,"This is for the most useless film, even with great director at the helm.",1
25422,"A loud, witless mess that has none of the charm and little intrigue of the TV.",0
25423,Even their ludicrous terms Price fear generates little narrative momentum and Invite weak compared with other parts of the series Ryan.,0
25424,"As a predictable result, Globetrotters-Generals game Juwanna Mann is even more ridiculous than you'd expect from a guy-in-a-genre of dress and personal low for all parties.",0
25425,"Bow to the restaurant goulash of fart jokes, masturbation jokes and racist jokes Japanese.",2
25426,"When Tom Green stages of their gags as assaults patellar moral prudery America 's, Jackass has no aspirations of social unrest.",1
25427,More to look forward to interesting than exciting thriller.,2
25428,"A portion April 2002, the American War of Independence, complete with loads of CGI and bushels of violence, but not a drop of human blood.",1
25429,"Contains all the substance of a tvinkye - easy to swallow, but nearly nourishing.",1
25430,Return to Neverland manages to straddle the line between another classic for the company and it just another run-of-the-mill Disney sequel intended for the home video market.,1
25431,Rarely does a film so graceless and lacking in merit as this one comes along.,0
25432,"It's a thin idea repetitively stretched to feature length, awash in self-consciously flashy camera effect, droning house music, flat, flat dialogue.",1
25433,"The basic course, Blue provides what it promises, just good enough to recommend it.",2
25434,Masseur but colorful Ganesh traditional 'S absurdity arose waste your time on the social ladder than a horse emotionally.,1
25435,... manipulative dud incredible that feels all too familiar.,0
25436,"Wimps out passes that PG-13 rating, so the more graphic violence is mostly off-screen and Museum is muted.",1
25437,Trapped presents a terrifying and compelling: What if? ',3
25438,"After that, the situation of many parents can take a break and be a bad thing.",2
25439,"Madonna herself made over so often now, there's obviously nothing to do, like Michael Jackson 's nose.",0
25440,"Next Friday, after the first two films in the series can not be compared, I never saw them, but it is nothing to do here, we would be left with a load, preferably at the end of a three-day brea'ilin'g for positive change that.",0
25441,"the story is the lack of any real effects of emotion, and the plot is all contrived and clichéd.",0
25442,"A depraved, incoherent, and pieces and get rid of them immediately hackery.",0
25443,"No Rooting interest there than it is for a bad action movie S 'vision is the idea, and boring.",0
25444,"Nice and sincere, but awkward in its combination of entertainment and Protestant boosterism something.",2
25445,"Thus, aggressive happy to Pollyana reach the barf bag.",1
25446,"Scooby-Doo do not know if he wants to be a retro mending exercise in campy recall for fans old or stupid, Nickelodeon-esque kiddie flick.",1
25447,"Russell has visual panache, comic touch, and perhaps budget Sommers' s title bout features.",1
25448,Very uneven and inconsistent ... kinda like the Margarita Happy Hour in the cheapo margaritas served.,0
25449,Very silly and annoying.,0
25450,"Dissatisfied with the sum of all fears, serious study of nuclear terrorism, but in fact nothing more than a warmed-over Cold War paranoia.",0
25451,A listless and desultory affair.,1
25452,Is the depth that the movie-behaving-badly girl had fallen.,1
25453,How inept Serving Sara?,0
25454,It even seems graceless Elizabeth Hurley and bad.,0
25455,Full of jokes literally bruises.,2
25456,"Every five minutes or, clocked one begins.",2
25457,Cinema's award 'wins my vote for the 2002 enemy.,2
25458,"Chekhov Chekhov's no better than any other, but this is the best plays of the past 100 years, it would be a shame if your introduction.",2
25459,"Helmer Hudlin trying to make hip comedy, but its dependence on slapstick obstructs the possibility of creating more dark edges Tom.",1
25460,"Lazy, miserable and smug.",0
25461,This is one of the biggest disappointments in.,0
25462,"Faster and deeper than any of the recreational drug on the market, the formula 51 is dulled your senses.",2
25463,"Each milking a visual joke, set up a clear and long day, every prediction of humor.",1
25464,There is no energy.,0
25465,Apparently writer-director Attal think he need only throw himself and his movie-star wife sitting around the drawers to justify a film.,2
25466,"After installation, air leakage from the film, aligning its momentum with about an hour to go.",2
25467,"This is a poster film, a mediocre tribute to films like Them!",1
25468,"Three hours and very little story or character development, there is plenty of room for editing, and much shorter surgery certainly would have led to a softer, more focused on the narrative without sacrificing any of the culture of intrigue.",1
25469,A day produce stand on it as the psychological thriller it purports to be.,2
25470,A theme that the playwright Craig Lucas kisses to shift its Quali Prelude on a crude teen- explored with infinitely more grace and Eloquence in.,2
25471,"The film's darker moments, especially in the last few cloying moments inspirational news tender by the overwhelming need to be smoothed over.",2
25472,"This is the kind of movie that you only need to watch for about thirty seconds before say to yourself, `Ah, yes, here we have a bad, bad, bad film. '",0
25473,"Shanghai ghetto has cheered to find a new angle on the story of relentless, but you might want to think about the times before obsolete.",2
25474,Plays such as a list of everything Rob Reiner and cast him been sent up.,2
25475,"There's too much drama made in this wildly uneven film, about a young man fighting with his inescapable past and an uncertain future in a very formuyuscheyse, but largely unfulfilling present time.",0
25476,"It's watchable simultaneously laughable and compulsively, in its dumbness faithful.",3
25477,"All sensuality, even eroticism of a good vampire story has been, pardon the pun, aspirated and replaced by gothic goofiness.",1
25478,"Effort to combat transnational and Boyz N The, the film between капот many, but does not quite get there.",1
25479,Good performances it from being a total rehash.,3
25480,"The screenplay is overwritten, with tons and tons of dialogue - most of it is given to children.",1
25481,Sing cult section of your local video store for the real deal.,2
25482,"Sometimes, the movie looks really beautiful.",4
25483,"Your nightmares, on the other hand, is anything but.",2
25484,Felinni not even know what to do with the Italian freakshow.,0
25485,Elmo 51 times as strong as coke overview of his medication.,2
25486,"If you are looking for a fairy tale of Brits behaving badly, watch Snatch again.",2
25487,It is 51 times better than this.,2
25488,"It's hard to imagine anyone who has reached puberty actually find the characters of slackers and their antics entertain, much less fun.",0
25489,"Despite its promising actors, Big Trouble loosely tied only to prove that a series of vignettes in which `crazy remains' does not necessarily esan` funny. '",1
25490,"Both shrill and soporific, and because all repeated five or six times, it might seem tiresomely handicapped.",0
25491,Not go far enough in its humor of stock ideas to stand out as particularly memorable or even all that funny.,1
25492,Not revealing nor really edgy - just crassly colorful and labored comedically.,0
25493,"Only here, everyone involved seems to be coasting.",1
25494,"There are a few modest laugh, but certainly no excitement.",2
25495,So basically it is on the level of engagement will be some kind of joke Fails greatness.,1
25496,There's a permanent theater funky mood and quality manner of stories that speak cuts devastatingly impact total loss personified in the film's just a name.,1
25497,"While the appreciation of Brown Howard «s and writing is clearly well-intentioned and sincere, the film would be impossible to sit through if it were not for the support cast.",2
25498,"A silly, sexy whodunit.",0
25499,"Go, girls, gutter reality.",1
25500,Proudly hosted by some of the most poorly lit and action in memory Impostor is as close as you can get to an imitation film.,1
25501,"Can a non-classified the `reality 'films ... it is the only one that did the job just dealing with a very good, in fact.",1
25502,"Predictable and cloying, albeit with brown sugar is so sincere in his longing for the days before rap went nihilistic that it be convened in spirit and bite than your average formulaic romantic quadrangle.",3
25503,"... unlikable, uninteresting, unfunny and completely, totally inappropriate.",0
25504,"The film is so busy trying to be references to other movies and other films that it fails to have a heart, mind or humor of its own.",0
25505,Imponderably stilted and self-awareness Arty movie.,1
25506,"Confused, melodramatic paranormal romance all-time low Kevin Costner.",0
25507,Too clumsy in key moments ... make a big splash.,1
25508,"Just a handful of good players flailing around in a caper that 's not the original, not terribly funny.",0
25509,`Matrix '- the slaughter in the style of flash around ... but the film has a hard time balancing their violence with Kafka-inspired philosophy.,1
25510,At least 'fairly impressive first director Charles Stone III dan s.,4
25511,"This all unfolds predictably, and adventures that happen along the way seem repetitive and designed to fill time, provide no real sense of suspense.",0
25512,Wanker Goths on the loose!,2
25513,Run for your life!,0
25514,"Why would anyone cast Jackie Chan movie, full of stunt doubles and special effects?",1
25515,"A grating, gaunt flick.",1
25516,"unambitious writing appears in the film, using a plot that could have come from a screenplay animated-film text.",1
25517,Good condition while failing to provide the reason for us to take care of and behind the very basic doctrines of human decency displays.,2
25518,"We have a poignancy jostling against farce, thoughtful dialogue convex side of the one-liners, and visual style, which includes the rotoscope animation for no apparent reason, except maybe that it looks neat.",1
25519,"According to the script, Grant and Bullock's characters made for each other.",3
25520,"But you ""d never guess from the show.",2
25521,"animation that just have the function up a predictable, maudlin story that swipes weight of Bambi and The Lion King, yet lacks the emotional resonance of the film they both.",2
25522,Ararat feels like a book report,1
25523,"Steve De Keke yes, alas, not Woody Allen.",1
25524,"Much like the sport extends an imaginary screen - loud, brutal and mindless.",1
25525,"The Fugitive, Blade Runner and Total Recall, a mixture of one or more energy is not as sharp.",2
25526,"which is acting amateurish, Cinematography is atrocious, the clumsy way, writing is insipid and violence is well luridly graphic and laughably unconvincing.",0
25527,"Jackie Chan's show is getting old, and I live in denial about something instead of",1
25528,"With miscast lead, banal dialogue and absurdly exaggerated climax Killing me softly belongs firmly in the so bad it is - a good camp.",2
25529,"Unfortunately, the black-and-white archival footage of showcases their act fairly mediocre shtick.",2
25530,"Slapstick work, and great setpieces flat.",0
25531,"After a few attempts, this movie never picked up a lock of this kind, and where people can easily become skilled fighters and a few weeks later.",1
25532,"Problem with Mayhem in Formula 51 is not that the offensive, but it is boring.",1
25533,the film never rises above conventional two dimensions story,1
25534,"Mark Wahlberg ... may look classy in a '60s - birth pokepye hat, but as a character he's dry, dry, dry.",2
25535,"Said in a scattered manner, the film only occasionally lives up to the stories and faces, and music from the men who are its object.",1
25536,The film's cast is uniformly superb irony; They can be game - without the permission of their own - due.,3
25537,Now I can see why people think I'm too hard on `` The Mothman Prophecies ''.,2
25538,"If you have ever been handed down from the concept of the movie gods on a silver platter, this is it.",4
25539,"If ever such a concept of trust was sloppy in execution, that is.",0
25540,A feel-good movie that does not give you enough to feel good.,1
25541,"Enough to might be more lascivious intention is disappointed with the relative modesty of the sports movie of `topless tutorial service youth, it will be provided by the sophomoric blend of Peten and the slapstick movie. """,3
25542,This mistaken identity of the user is then film culture referential that the final product is a ghost.,1
25543,"Not surprisingly, as the picture of anemia, a disappointment.",0
25544,De Niro cry.,2
25545,You will cry for their money back.,0
25546,"Slap me, I saw this movie.",0
25547,"behind the glitz, Hollywood is dirty and disgusting.",0
25548,Quelle surprise!,2
25549,"Scherfig, who had a successful career in television, tackles more than she can handle.",1
25550,"Just think about what is not new best friend, starting with the minor failure of a scenario.",1
25551,Oscar-caliber cast does not live up to the material,1
25552,The problems of the people in Love in the Time of Money is hardly specific to their time.,2
25553,They just have problems that are neither original nor presented in a convincing way.,1
25554,"Take this wafer-thin film on Nimble shoulders and, Chan a smile, says, `I have to stay positive, probably one of the biggest pictures, drunken master channel rotten writing, direction and time wades through. '",1
25555,So it should be used to burn the movie to match the print quality is not worth the damage.,0
25556,"In the end, the movie bogs in insignificance, not saying anything about the Kennedy assassination and disclose nothing about the pathology goes to investigate.",0
25557,American action flicks Bruckheimeresque less than it sometimes makes sense to emulate.,1
25558,"One of those films where the characters live in an annex of hell where adults act like kids, children act like adults and alarm anyone's lungs regardless of the situation.",1
25559,There's only one way to kill Michael Myers for ever: to stop buying tickets for these films.,0
25560,`Tries Rare Birds' quirkiness forced upon the audience.,2
25561,movie dog as fun to watch as to be buried alive.,0
25562,Resident Evil is coming to take Ghosts of Mars John Carpenter 's disposal and beheadings.,2
25563,"In other words, due to a bad film you're likely to see all year.",0
25564,Everything comes in like an episode of Bewitched particularly unprofessional that take place during Spring Break.,1
25565,"Not receive compensation for the murder mystery collar - but well made uninvolving, blood terrible movie, but certainly not stultifyingly.",1
25566,"So we got Ten Little Indians meets No 13 by way of a clean and Sober, filmed on a set of Carpenter's The Thing, and is loaded with actors you 're most likely to find in the next incarnation of nowhere The Love Boat.",1
25567,S so lackluster movie is one reason why the blatant derivativeness'.,1
25568,"As many adults, there are many cute animals and ugly people do not mind providing children dirty movie.",1
25569,"`Snow Dogs"" is both.",2
25570,"This is quite a complicated venture than a movie, it's almost as if '.",2
25571,"Senegal wobbly update of `` Carmen ' ""is best for the surprising turn by actors Djeinaba Diop Gai",2
25572,This material dehumanization that probably will sink it to anyone who does not think the percentages of each day.,1
25573,Ken Russell will love this.,3
25574,"and explode on Meat Loaf - a stage of our football hooliganism, a double-barreled rip-off a series of Quentin Tarantino ""s memories of a knife.",1
25575,Bella is the health picture with boundless energy until a few days before she died.,2
25576,It is completely and utterly ridiculous and horrible death from breast cancer is an insult to every family was in pain.,0
25577,"Get the `` degree 'of promise, injury, abandoned ... but the delivery is a complete mess.",1
25578,What could be cooling a bit sharp on the new technology scare trick lost confidence in itself and affected the viability of the sad consequences of excessive special.,2
25579,"A little too ponderous to work as shallow entertainment, not remotely enough to qualify as incisive drama, Monsoon Wedding functions mostly to whet one's appetite for Bollywood films.",1
25580,"Unless Bob Crane is one of particular interest to you, this film is impressive performances and expert direction are reluctant to leave a lasting impression.",1
25581,The Rock has a great presence but one battle after another is not the same as the one battle then the killer CGI effects.,2
25582,"Ultimately, the Nemesis is the same as with all films in the series: Fans will undoubtedly enjoy, and unspecified should not waste time on it.",3
25583,title role in Denzel Washington's fine performance out of all the lousy John Q spits.,1
25584,"The whole thing feels like a ruse, a tactic to cover up the fact that the image is built around a core of thin - or, worse, non-existent - ideas.",0
25585,What stiflingly unfunny and unoriginal mess this is!,0
25586,The film is so busy subplots involves Silberstein different because it feels more like a pilot episode of a TV series than a feature film.,1
25587,Opera on film is never satisfied.,1
25588,Art requires viewing in real time.,3
25589,The theatrics innate providing thrills and extreme emotions lose their luster when flattened onscreen.,0
25590,The closed-door hanky-panky in spite of the film is essentially juiceless.,0
25591,"It is a parochial, easy to chosen few, standoffish to all, and smugly suggests a higher moral voice is more important than the art film",1
25592,The sweetest thing leaves a bitter taste horrible.,1
25593,This is a lost policy and social observation and become just another situation romance a few saps stuck in an incoherent script.,1
25594,"The terminally weak, painfully slow and confused rubbish shot on film ... the film instead of digital video tape, often indecipherable.",1
25595,"As dumb and cheesy as they can, their designs look almost Shakespearean - both in depth and width - after watching this digital-effects-heavy, assume family-friendly comedy.",3
25596,"Away from the Valley, killing a lack of any real raw emotion, the film is based on personal relationships.",0
25597,The low income of the images Foreign retreading.,1
25598,"Service at best, slightly less than the worst service.",2
25599,His initial enthusiasm translates into a warmed pastiche.,1
25600,A large meal of clichés that the talented cast generally chokes on.,1
25601,The story is a little wit and no surprises.,1
25602,"The Merchant-Ivory team continues to systematically destroy everything we kindly about cinema, but now it began to spread so that it can do even more damage.",1
25603,What is to be replaced by a cutting satire about Hollywood fresh as last week 's issue of Variety.,0
25604,"Hey everybody, wanna watch a movie of a guy dressed as a children 's party clown gets the power?",0
25605,I do not think so.,2
25606,A little more intensity and a little less charm would have saved this film a world of hurt.,1
25607,"The plot is almost completely stupid and foolish, leads to deceit and two or three times its border to keep out a laugh.",0
25608,"... can be used as an addictive guilty pleasure, but the material was never suspicious of his satirical coming.",1
25609,This is the scarlet letter A. .,2
25610,"as pointless, cumbersome and arbitrary.",1
25611,Plays like a glossy melodrama that occasionally Verges on the camp.,1
25612,The central character is not complex enough to hold your interest.,2
25613,", In terms of accuracy, one never shoot directly into the enemy of those movies that requires a modest comedy, action-oriented modestly during World War II adventure.",2
25614,The dogs are so eager to alert them about a few breaks neck trying to do their tricks.,1
25615,"Just about every movie vague on one level or another, making Ararat much wanted it needs to be.",1
25616,"A little less extreme than in the past, with longer sequences between exposure, and fewer gags to break the tedium.",1
25617,"There is a big stink `been there, done that"" hanging over the film.",1
25618,It's all you 'd expect - but nothing more.,2
25619,The biggest problem with Satin Rouge is Lilia itself.,1
25620,"She is a cipher, played by an actress who smiles and frowns, but failed to reveal an inner life.",2
25621,"An exotic, romanticized rendering.",3
25622,"How to play music halls in succession in the film background, you may love Lisa for a song Adam Sandler's Chanukah wrong.",2
25623,The film's heavy-handed screenplay navigates a quick fade in pompositi and pretentyousness.,2
25624,A potentially good comic premise and excellent cast are terribly wasted.,1
25625,Woody Allen used to ridicule movies like Hollywood ending.,1
25626,Now she makes them.,2
25627,"He is yet another actress, not quite a singer ...",2
25628,"Not a bad premise, but the execution of the most lackluster.",2
25629,Have been made.,1
25630,Only cardboard baking so I need to chew.,1
25631,"Film, film critic why the boys can be considered work.",1
25632,"Schnitzler is a great hook, and drawn some clever bits in the film, standard issue, the characters, but still only partially happy.",2
25633,"Even if you made the original release date last fall, it would 'have reeked of pre-existing, done-that sameness.",1
25634,two Quinten satisfactory experience of film.,2
25635,"Loud, ugly, irritating movie without noticeable satirical volleys hitting the target.",0
25636,A film version of a picture of paint-by-numbers.,0
25637,"We can tell what it is supposed to be, but can not really call it a work of art.",1
25638,"This is a film, ""Nicholson a funny, honest performance S, but the case back to the wonderful Kathy Bates an agonizing hole.",2
25639,Bravado Kathy!,3
25640,"... put Utah in an impossible spot because of the deception, his character's decline in the end his credibility and the whole scenario.",1
25641,You can thank me for this.,2
25642,I saw Juwanna Mann and you do not have to.,2
25643,"Unfunny and lacking in any sense of commitment or affection for his characters, Reginald Hudlin comedy relies on toilet humor, ethnic slurs.",0
25644,"In effect, he said: ""beautiful but dumb.",2
25645,This romantic \ / comedy ask you how much souvlaki can be set to go before the indigestion problems.,1
25646,"Your chance to view absurdist Squandering, Burns slapstick thoroughfare is reached in the crowd.",1
25647,"There's a neat twist, given gently, that could have wrapped things up 80 minutes, but Kang tacks on three or four more endings.",2
25648,"Reeboir was enraged at being able to bark, seeing vain things, and the sweet smile of varies between, and I have said to his disciples while he tries to be able to put on, by means of replication.",2
25649,"Is not it about on the Kurds, but I wear it.",1
25650,"The actors improvise and scream their way around this film directionless, lacking any of the voluptuous dark humor so necessary to make this kind of ideas on screen work.",0
25651,"Co-writer \ / attempt director Jonathan Parker's fashion in Brazil, like, hyper-real satire fall terribly short.",0
25652,"If this little cartoon chicken can not grow so greedy bastards inspiration for many children, the other is for power.",2
25653,"A sequel to the surface ... with that old familiar feeling of `let 's get this thing over': Everyone showed up at the appointed time and place, but hard to find powerful visible enthusiasm.",1
25654,"If there 's not a bad film, Deuces Wild is on its way.",0
25655,Comes off as a poor imitation of the Bard.,1
25656,What deviant behavior 's figure with the murder of missing any real psychological grounding for the teens.,0
25657,It is almost enough to love to read and it is a latent homosexual.,2
25658,Horrendously amateurish filmmaking is visually clear dull and ugly when it is not incomprehensible.,0
25659,"Slackers ""Jokey approach to college education is disappointingly simple - the film's biggest problem - and there are not stupid memorable stunts or loud rude lines of dialogue to remember it by.",2
25660,"If the Cannes Festival nails hard - boiled Hollywood argot accuracy bracingly nasty, more about the film, including some of its cast, is frustratingly unconvincing.",1
25661,The film also has its own views solemn work a lot of entertainment value impressive.,1
25662,I have not seen such a quiet self-waste from Freddy Got fingers.,1
25663,Slightly more than a history lesson well-mounted.,1
25664,"Rob Schneider's infant cross-dressing routine Hot Chick, to fill the latest gimmick from comedian lacks the imagination.",0
25665,A terrific 99-minute dirty bomb.,0
25666,"The film is weighed down by supporting characters who are either too beautiful, clever and knowing, or just comically evil.",1
25667,The movie was so bad it did not improve the experience of staring at a blank screen.,0
25668,Sheridan 's take on the writer' s student memoir ... is to take but inflict you on the diligent young life.,0
25669,How I Killed My Father is one of those art house films that makes you feel like you're watching an iceberg MELT - only the never melts.,2
25670,"When it comes to the battle of Hollywood vs. Woo, Woo it seems a P.O.W.",1
25671,"There are a few chuckles, but not one that really marked gag sequence, and the stars seem to be in two different movies.",2
25672,"The Chateau is a very funny joke, and the other just a few, but mildly funny, sometimes tedious, film after every little money there.",1
25673,"It is boring, no spirit, silly and dull: a burst of ultra-high meaningless chaos, going nowhere fast.",0
25674,Sweet finale turns in film John Q after weeks sentimental.,3
25675,"Only the content of the title character lionize and exploit the anger - all easy sanctimony, the formula was very happy and the National Health Insurance Ham-belimidu sermon on the importance b.",1
25676,"His message has merit, and individual brutally honest hands like a Prophet Jack, about the life of a point or two.",1
25677,It is hard to imagine that even very young children will be fascinated by this tired retread.,0
25678,"Neither trembling like a scary-funny, or crazy-fun Raiders of the Lost As long as you can, ""a movie matinee, as hard as I paid the price.",1
25679,"Swimfan does catch on, it may be because young people are looking for something to make them laugh.",1
25680,"What might ""have been an exhilarating exploration of a strange love triangle becomes uncoordinated expansion of vectors.",2
25681,"The Lord of disgoyse may have made a great Saturday Night Live sketch, but a great movie it is not.",1
25682,It 's quite an achievement to set the shoot of the film in the Cannes Film Festival and been lost to take an appeal or visual na na atmosphere.,0
25683,"Hans Boll up things very fast cutting and blur step-printing uses, but the dopey dialogue and sometimes kill ineligible performance impact.",0
25684,It is always disappointing when the documentary fails to live up to - or offer any new view - the topic chosen.,0
25685,"Unfortunately, this is what Arthur Dong family basis.",1
25686,His marks a septuagenarian; is a work of a reddish gimmick idea.,2
25687,"medium-grade system as a comedy - more inoffensive, fitfully amusing, but ultimately the best projects in the room kind of weightlessness blow it off the screen.",1
25688,Something must have been lost in translation.,1
25689,"sad: the last thing, if you had this title was really waiting for a film or no film Plympton.",1
25690,"Finally, the film gives homogenized and a little contrived, as if we're looking back on a ragged and ugly past with rose-colored glasses.",1
25691,Chan 's stunts limited so embellished can change that there' s really there is a lot on the way the work or activities-comedy.,1
25692,Rock 's stand-up magic wanes.,1
25693,"Hopkins, squarely fill the screen.",4
25694,Action - mechanical.,1
25695,`` The Tuxedo '' had to be the vehicle for Chan to `` The Mask 'was for Jim Carrey.,2
25696,"Oh, it was' the man makes the clothes.",3
25697,"For casual moviegoers who stumble into the control expects a slice of American Pie Hijinks starring kid of Dawson's Creek, they will probably end yell.",1
25698,Puzzles that I need to be done in the case of music edition Justin spears' first film.,2
25699,"all irrelevant to the experience of seeing The Scorpion King - plot, characters, drama, emotions, ideas.",1
25700,The city is using the police to film the sea like a dysfunctional family dynamics to every performance.,3
25701,And how all of that was washed out despite the project's first mystery.,1
25702,"About Sexual sentimental, hypocritical lessons on what movie ', its true colors come out in various wet T-Shirt and rainy scenes.",1
25703,As a teen horror hybrid and murder mystery Murder by Numbers for details too closely.,2
25704,It 's very hilarious movie imagines an unfunny there is much more painful.,2
25705,"I enjoy the show in the superficial way, while loa'oia'i'o what he thinks.",3
25706,What a shame ... that the material is so second-rate.,1
25707,"not deliver a great story, nor is the action as gripping as in previous Seagal movies.",1
25708,kind of film that leaves you scratching your head in amazement over the fact that many talented people can engage in ill-advised idea and poorly executed.,0
25709,"Nicks refuses to let Slackers be seen as only an adolescent film, meaning it can be forgiven for favoring often fans of comedy Gross-out.",3
25710,"Nothing about the film - with the possible exception of the breast, Elizabeth Hurley «s - is not genuine.",0
25711,"Mostly, Shafer and co-writer Gregory Hinton lack a strong-minded point, or a sense of humor.",1
25712,"No clichés will not escape the passionate treatment of gang warfare, called CES Wild.",1
25713,"Eddie Murphy and Owen Wilson in I Spy is a lovely shared, but they are often around the movie is the best of his charm does a load that is almost nothing.",1
25714,'Strictly' s film 'guy in the worst sense of the expression.,1
25715,"There is some good material in history for a retail clerk wanting more from life, but the film turns very often reels with known conditions and repetitive scenes.",1
25716,"It's a lot to ask people to sit still for two hours and change character so, especially when it results in a flat and impassive manner as the Phoenix 's.",1
25717,There 's something fishy about a kids holiday period' movie ... in the moment of feeling satisfied mass at the site where Santa gives gifts to grownups.,1
25718,"We 'are left with a story that tries to take us, just to keep letting go at all the wrong moments.",1
25719,"So many things, so that the knowledge of biographical melodramas, which is from this awkwardness is the truth of it suffers from adhering to the stories of messiness.",0
25720,There is nothing redeeming about this movie.,0
25721,"I was trying to decide what annoyed me the most about the Great ... I 'm Not, and I realized that I just did not care.",0
25722,"Derailed by bad writing, and probably some of the costly post-production of testosterone in the throes of their first full flush of young men in this photo.",0
25723,"Political courage deserves high marks, but there are just on the basis of art.",2
25724,... comes alive only when it changes gears to romance.,1
25725,Bulusinan best non-Bondish performance can not overcome control sentimental stereotypes and annoying film.,1
25726,#VALUE!,3
25727,"I, too, for women with reactionary ideas about the cruel twist, marginal, carried out by smart people, and it sounds like a total lack of empathy.",1
25728,"Tsai can be plowing, often in the same bind.",2
25729,"Luxury gadgets and vortex may seem cool fight sequences, but they can not hold the balance immature to distract the support structure.",1
25730,"ZigZag, which is plotted in less densely rich and can be more careful.",1
25731,How can such a claim cold film to express warmth and nostalgia?,1
25732,Nicks and Steinberg suit their own creations to the venality of pure - that give the old college try.,1
25733,Season II - clones of this attack on the lack of joy juice and technological exercises with.,1
25734,The problem with all this: It's not really funny.,1
25735,"Wanders all over the map thematically and stylistically , and borrows heavily from Lynch , Jeunet , and von Trier while failing to find a spark of its own .",1
25736,This view underdramatized but overstated film like watching a report session treatment brought to life by some humdrum lipopae Freudian.,2
25737,general tomfoolery as a matter of taste.,1
25738,The mantra behind the project seems to have been. `Just a kids 'flick'.,1
25739,Translation: 'We do not need to try too hard. ',1
25740,"Movies of all annals, few films are this odd, inexplicable and harmful.",0
25741,"It takes a very long, slow and somber time to find out that marijuana TUCK EVERLASTING is over.",1
25742,So here it is: It's about a family of immortals sour.,2
25743,"in fact, a clumsy version of female lung expansion image features we 've seen for decades",1
25744,The author's devotees can find exciting; others may find baffling.,1
25745,"And Walter Hill-director's co-written by David Giles try to create characters from the obvious cliches, but they wind up with them as punching bags.",1
25746,"There is a scientific law see here that the manufacturers would do well to listen to: the average drag movies start as soon as the action speeds up; when the explosions start, they fall to pieces.",0
25747,A cockeyed shot all the way.,1
25748,"Unfortunately, hourly photos down to its title.",0
25749,"Thanks largely to Williams, all the interesting development that is processed in 60 minutes - the rest is just a waste of overexposed film.",0
25750,"Cold , Sterile And Lacking Any Color Or Warmth .",0
25751,The film is canceled anachronistic quick edits and sometimes jarring glimpses of contemporary theater audience watching the events unfold.,1
25752,Looks like someone going through the motions.,1
25753,"Film about explosions and death, and the spies, '' ballistic: Ecks vs. lost film ""Child safety looks.",1
25754,"Well, some of them, the mother deer even dies.",1
